distance_m,total_elevation_gain,average_heartrate,distance_km,elapsed_time_min,pace_min_per_km,has_heartrate,source,average_speed
14754.0,233.3,147.1,14.754,88.88333333333334,6.02435497718133,1.0,0,9.959572473279579
10055.4,56.8,169.1,10.055399999999999,46.0,4.574656403524475,1.0,0,13.11573913043478
11498.1,270.5,140.1,11.4981,72.1,6.2706012297683955,1.0,0,9.568460471567269
12020.0,135.9,128.0,12.02,74.75,6.218801996672213,1.0,0,9.648160535117057
11137.5,255.3,145.5,11.1375,65.66666666666667,5.895997007108119,1.0,0,10.176395939086293
15010.6,351.0,137.1,15.0106,89.81666666666666,5.9835494028664185,1.0,0,10.027493041380591
14815.5,315.9,167.7,14.8155,79.98333333333333,5.398625313579247,1.0,0,11.113940404250885
8608.3,298.7,165.0,8.6083,54.81666666666667,6.367885258026169,1.0,0,9.422280328367284
10702.1,272.7,143.2,10.7021,65.81666666666666,6.149883356226036,1.0,0,9.756282603190682
11322.9,188.7,141.7,11.322899999999999,66.28333333333333,5.853918460229565,1.0,0,10.249544883077697
10209.7,282.7,150.0,10.209700000000002,59.95,5.8718669500572975,1.0,0,10.218215179316097
15171.7,288.9,147.3,15.171700000000001,87.01666666666667,5.735459221225483,1.0,0,10.461237310859989
4894.7,16.3,143.1,4.894699999999999,21.683333333333334,4.429961659209622,1.0,0,13.54413528055342
12198.7,203.6,143.0,12.1987,71.25,5.840786313295679,1.0,0,10.272589473684212
10002.1,51.6,139.1,10.0021,54.55,5.453854690514992,1.0,0,11.001393217231898
10594.8,260.6,139.2,10.5948,67.3,6.352172763997433,1.0,0,9.445586924219912
12299.7,305.6,134.4,12.299700000000001,75.23333333333333,6.116680352637327,1.0,0,9.809242357111211
11245.4,244.8,129.1,11.2454,71.25,6.335924022266882,1.0,0,9.46981052631579
9966.9,33.2,169.0,9.966899999999999,44.38333333333333,4.453073004979817,1.0,0,13.473841532106647
17516.8,328.6,136.8,17.5168,109.31666666666666,6.2406756180733165,1.0,0,9.614343649946639
15186.6,347.1,150.8,15.1866,88.9,5.853844836895685,1.0,0,10.249673790776153
2126.2,0.0,123.0,2.1262,12.1,5.69090396011664,1.0,0,10.543140495867767
8288.4,213.2,135.2,8.2884,47.416666666666664,5.720846805977833,1.0,0,10.487957820738137
7069.6,70.0,125.8,7.0696,33.36666666666667,4.719738976273999,1.0,0,12.712567432567432
10046.8,236.0,165.9,10.0468,48.733333333333334,4.850632373823839,1.0,0,12.369521203830367
12914.2,300.2,143.6,12.914200000000001,76.21666666666667,5.901772209402569,1.0,0,10.166437787010715
14704.2,257.0,141.4,14.7042,86.23333333333333,5.864537569764647,1.0,0,10.230985697719367
12711.3,295.6,143.4,12.7113,74.08333333333333,5.828147658644933,1.0,0,10.294866141732285
12274.9,278.5,136.0,12.274899999999999,68.81666666666666,5.606291429393858,1.0,0,10.702262048922258
10254.1,266.8,119.6,10.254100000000001,65.86666666666666,6.423446881410036,1.0,0,9.340779352226722
15464.9,356.9,167.2,15.4649,77.95,5.0404464303034615,1.0,0,11.903707504810775
12118.8,349.6,173.7,12.118799999999998,62.266666666666666,5.1380224664708285,1.0,0,11.67764453961456
12071.6,295.7,127.6,12.0716,76.66666666666667,6.350994620983687,1.0,0,9.447339130434782
12315.6,318.9,161.9,12.3156,70.1,5.691967910617428,1.0,0,10.541169757489302
15126.0,270.0,142.1,15.126,83.63333333333334,5.529111022962669,1.0,0,10.851654045436428
12073.3,216.3,132.8,12.0733,71.4,5.913876073650121,1.0,0,10.145630252100839
10181.5,213.1,164.1,10.1815,45.46666666666667,4.465615740968096,1.0,0,13.43599706744868
14129.8,305.8,129.7,14.1298,85.86666666666666,6.07699094584967,1.0,0,9.87330745341615
10677.3,121.5,166.7,10.677299999999999,49.6,4.645369147630956,1.0,0,12.916088709677418
15121.6,297.1,133.7,15.1216,92.75,6.133610199978838,1.0,0,9.782167115902965
12878.8,68.4,136.6,12.8788,75.55,5.866229772960214,1.0,0,10.22803441429517
18025.8,107.7,137.6,18.0258,88.06666666666666,4.885589913716266,1.0,0,12.28101438304315
8335.4,41.5,123.5,8.3354,46.416666666666664,5.5686189824923416,1.0,0,10.774664272890487
5310.0,104.7,130.6,5.31,30.633333333333333,5.7689893283113625,1.0,0,10.40043525571273
10010.1,148.0,156.7,10.0101,54.63333333333333,5.457820934189802,1.0,0,10.993398413666869
4897.9,98.2,152.5,4.8979,24.8,5.063394516017069,1.0,0,11.849758064516129
10525.9,54.0,126.6,10.5259,59.21666666666667,5.625805552652663,1.0,0,10.665139318885448
11265.3,207.2,152.8,11.2653,61.45,5.454803689204904,1.0,0,10.999479251423923
14025.1,156.3,136.3,14.0251,78.45,5.593543005040963,1.0,0,10.726653919694073
17004.1,117.1,143.5,17.004099999999998,88.45,5.201686652042744,1.0,0,11.534720180893158
3138.4,3.0,144.2,3.1384000000000003,14.883333333333333,4.74233154898462,1.0,0,12.652004479283315
8430.7,43.9,124.3,8.4307,49.1,5.823952933920078,1.0,0,10.302281059063136
12699.8,335.2,140.2,12.6998,82.45,6.492228224066521,1.0,0,9.241819284414795
17017.9,130.4,145.8,17.0179,90.46666666666667,5.315971222457922,1.0,0,11.286742815033161
9003.0,244.9,133.1,9.003,60.3,6.697767410863046,1.0,0,8.958208955223881
10079.0,91.4,134.6,10.079,54.983333333333334,5.455236961338757,1.0,0,10.998605638072144
8298.1,67.8,137.4,8.2981,46.916666666666664,5.653904709110117,1.0,0,10.612134991119005
12303.1,209.2,127.6,12.3031,72.6,5.900951792637628,1.0,0,10.167851239669423
13333.1,278.8,134.5,13.3331,84.78333333333333,6.358861280072401,1.0,0,9.435651661096914
13590.4,399.5,147.4,13.590399999999999,79.78333333333333,5.87056549721372,1.0,0,10.220480467933987
15178.1,363.0,131.1,15.1781,89.81666666666666,5.9175171244534335,1.0,0,10.139387641491929
6268.2,245.9,162.5,6.2682,36.583333333333336,5.836337917318104,1.0,0,10.280419134396356
17173.2,319.0,134.9,17.1732,107.75,6.274311135956024,1.0,0,9.562802784222738
10139.5,225.0,145.7,10.1395,60.78333333333333,5.994707168335059,1.0,0,10.008829174664108
11312.3,274.9,151.4,11.312299999999999,68.6,6.0641956100881345,1.0,0,9.89413994169096
11781.0,335.3,158.6,11.781,77.3,6.561412443765384,1.0,0,9.144372574385512
12699.1,70.9,137.7,12.6991,73.36666666666666,5.777312302971601,1.0,0,10.385452067242163
10387.2,234.8,138.4,10.3872,64.75,6.2336337030191,1.0,0,9.625204633204634
9539.6,0.0,143.4,9.5396,49.53333333333333,5.192391015695976,1.0,0,11.555370121130553
8573.5,258.2,168.1,8.5735,47.6,5.55199160202951,1.0,0,10.806932773109242
6177.7,0.0,158.0,6.1777,27.983333333333334,4.529733288009022,1.0,0,13.245812983918999
13002.1,109.3,167.0,13.0021,69.66666666666667,5.358108818319092,1.0,0,11.19798086124402
15798.0,100.4,160.2,15.798,77.03333333333333,4.87614465966156,1.0,0,12.304803115534401
9747.3,143.4,145.8,9.7473,46.35,4.755162968206581,1.0,0,12.6178640776699
5160.3,0.0,154.0,5.1603,23.416666666666668,4.537849866609823,1.0,0,13.222120996441282
15006.4,262.2,138.9,15.0064,85.76666666666667,5.715339233038348,1.0,0,10.49806451612903
4922.5,11.9,139.5,4.9225,20.75,4.215337734890808,1.0,0,14.233734939759037
5253.1,0.0,158.7,5.253100000000001,23.65,4.502103519826387,1.0,0,13.32710359408034
14298.4,268.6,135.8,14.298399999999999,81.16666666666667,5.6766258229359,1.0,0,10.569659137577
12366.0,229.7,127.1,12.366,78.25,6.3278343846029435,1.0,0,9.481916932907348
13321.4,282.7,139.3,13.321399999999999,76.0,5.70510606993259,1.0,0,10.516894736842104
11202.1,132.7,161.6,11.2021,56.21666666666667,5.0184042872913714,1.0,0,11.955991698784464
6262.4,0.0,165.0,6.2623999999999995,28.183333333333334,4.500404530744337,1.0,0,13.332134831460673
11941.7,192.0,139.1,11.9417,66.11666666666666,5.536620972446691,1.0,0,10.836934711368794
12843.2,452.9,151.4,12.843200000000001,85.4,6.649433163074623,1.0,0,9.023325526932085
12094.3,156.9,165.4,12.094299999999999,56.666666666666664,4.68540276549008,1.0,0,12.805729411764705
11347.8,221.4,140.5,11.3478,62.38333333333333,5.497394502311756,1.0,0,10.914261287737109
9108.4,226.9,133.2,9.1084,54.18333333333333,5.948721326833838,1.0,0,10.086201168871117
8519.7,28.8,124.9,8.5197,47.583333333333336,5.585094936832674,1.0,0,10.742879159369526
7840.6,130.5,129.1,7.8406,48.18333333333333,6.145363024938567,1.0,0,9.763459010722935
14791.2,284.8,140.2,14.7912,84.21666666666667,5.693700759009862,1.0,0,10.537961606966158
10662.2,204.4,132.6,10.6622,72.08333333333333,6.760643519473779,1.0,0,8.874894797687862
7180.6,0.0,144.3,7.1806,35.166666666666664,4.89745518016136,1.0,0,12.25126066350711
7787.0,161.0,124.0,7.787,47.31666666666667,6.07636659389581,1.0,0,9.874321944346601
9937.9,18.6,173.9,9.937899999999999,43.53333333333333,4.380536464779615,1.0,0,13.696952526799388
12874.7,195.3,143.0,12.8747,69.9,5.429252720451739,1.0,0,11.051244635193134
11206.5,243.7,147.5,11.2065,62.78333333333333,5.602403367093502,1.0,0,10.70968940801699
11145.2,219.5,141.6,11.1452,64.25,5.764813552022395,1.0,0,10.407968871595331
11790.6,191.7,139.0,11.7906,69.25,5.8733228164809255,1.0,0,10.215682310469315
9485.4,214.7,153.6,9.4854,56.36666666666667,5.942465965237804,1.0,0,10.096818450620935
9142.1,151.4,145.1,9.142100000000001,51.96666666666667,5.684324899822433,1.0,0,10.555343168697883
10506.1,266.8,148.0,10.5061,56.71666666666667,5.398451058591358,1.0,0,11.114299147810755
10901.1,145.6,144.1,10.9011,62.96666666666667,5.776175492993063,1.0,0,10.387496029645314
8518.9,27.9,131.2,8.5189,46.166666666666664,5.419322525991227,1.0,0,11.071494584837547
9415.6,126.5,170.2,9.4156,46.63333333333333,4.95277341150148,1.0,0,12.114424588992136
7652.1,143.8,129.8,7.652100000000001,42.05,5.495223533409129,1.0,0,10.91857312722949
11322.7,230.5,135.0,11.322700000000001,66.73333333333333,5.893765032486361,1.0,0,10.180249750249752
9863.1,28.8,159.1,9.863100000000001,41.43333333333333,4.200842872254497,1.0,0,14.282847948511668
14387.6,276.7,146.9,14.3876,78.53333333333333,5.4584039960336215,1.0,0,10.992224108658744
9840.7,11.5,166.5,9.8407,41.25,4.191774975357444,1.0,0,14.313745454545455
10939.9,226.5,146.7,10.9399,64.21666666666667,5.869950060481967,1.0,0,10.221552037373474
15013.2,266.0,143.6,15.013200000000001,79.4,5.288679295553246,1.0,0,11.344987405541561
12012.3,203.4,144.7,12.0123,68.08333333333333,5.667801614456293,1.0,0,10.58611505507956
6230.4,44.6,146.3,6.2303999999999995,25.683333333333334,4.122260743023455,1.0,0,14.55512005191434
8082.3,789.7,165.3,8.0823,56.5,6.990584363361914,1.0,0,8.582973451327433
11084.6,217.0,140.3,11.0846,64.25,5.796330043483752,1.0,0,10.351377431906615
11232.6,100.0,166.2,11.2326,52.75,4.696152271068141,1.0,0,12.776417061611374
12411.8,336.7,139.7,12.4118,64.43333333333334,5.191296454449261,1.0,0,11.557806518365235
11496.4,290.4,167.2,11.4964,58.016666666666666,5.046507312434038,1.0,0,11.889411088767595
14783.9,292.0,142.9,14.7839,79.76666666666667,5.395509078569706,1.0,0,11.120359381529461
10770.0,253.0,,10.77,59.53333333333333,5.527700402352213,0.0,0,10.854423292273236
4195.0,30.0,,4.195,22.533333333333335,5.371473976956694,0.0,0,11.170118343195266
9955.0,69.0,,9.955,54.0,5.424409844299347,0.0,0,11.061111111111112
11263.0,194.0,,11.263,61.95,5.500310752019889,0.0,0,10.908474576271187
12407.0,401.0,,12.407,67.7,5.456597082292254,0.0,0,10.99586410635155
15518.0,293.0,,15.518,81.3,5.239077200670189,0.0,0,11.45239852398524
15006.0,274.0,,15.006,79.66666666666667,5.308987516104669,0.0,0,11.301589958158994
16531.0,122.0,,16.531,82.81666666666666,5.009779605992781,0.0,0,11.97657476353391
2203.0,18.0,,2.203,19.1,8.669995460735363,0.0,0,6.920418848167539
9506.0,97.0,,9.506,53.95,5.675362928676625,0.0,0,10.572011121408712
14873.0,234.0,,14.873,82.31666666666666,5.534637710392434,0.0,0,10.840817979348046
9595.0,218.0,,9.595,53.68333333333333,5.594927913844015,0.0,0,10.723998758149644
35464.0,890.6,,35.464,155.31666666666666,4.379558613429581,0.0,0,13.700010730765102
14663.0,234.0,,14.663,76.25,5.200163677282957,0.0,0,11.538098360655738
20096.0,517.0,,20.096,119.03333333333333,5.923235138004246,0.0,0,10.129599551946233
12545.0,77.0,,12.545,64.31666666666666,5.126876577653779,0.0,0,11.703031873542368
14196.5,251.0,,14.1965,78.63333333333334,5.538923913171087,0.0,0,10.832428995337006
17141.0,451.0,,17.141,96.65,5.638527507146608,0.0,0,10.641076047594412
11031.0,204.0,,11.031,63.516666666666666,5.758015290242649,0.0,0,10.420257150354237
11871.5,345.0,,11.8715,68.23333333333333,5.747658959131814,0.0,0,10.439032730825598
14466.0,275.0,,14.466,80.5,5.564772570164524,0.0,0,10.782111801242236
11268.0,193.0,,11.268,62.95,5.586616968406106,0.0,0,10.739952343129467
22904.0,640.0,,22.904,130.26666666666668,5.687507276749331,0.0,0,10.549437052200613
13651.0,262.0,,13.651,77.8,5.69921617463922,0.0,0,10.527763496143958
15063.0,113.0,,15.063,76.78333333333333,5.097479475093496,0.0,0,11.770523116995877
14261.0,111.0,,14.261,71.6,5.02068578641049,0.0,0,11.950558659217878
13021.0,256.0,,13.021,72.93333333333334,5.601208304533702,0.0,0,10.711974405850091
13120.0,267.0,,13.12,69.9,5.327743902439025,0.0,0,11.261802575107295
8059.0,195.0,,8.059,43.43333333333333,5.389419696405675,0.0,0,11.132924021488872
11405.0,111.0,,11.405,64.28333333333333,5.636416776267719,0.0,0,10.645060928182524
1922.6,16.4,,1.9225999999999999,17.033333333333335,8.859530496896566,0.0,0,6.772367906066535
1291.3,9.2,,1.2913,10.816666666666666,8.376571413820699,0.0,0,7.162835130970723
9303.0,227.0,,9.303,51.2,5.503600988928302,0.0,0,10.901953125
12187.0,206.0,,12.187,69.21666666666667,5.679549246464813,0.0,0,10.564218637129786
7531.0,175.0,,7.531,43.43333333333333,5.7672730491745225,0.0,0,10.40353031465848
8358.0,93.0,,8.358,55.983333333333334,6.69817340671612,0.0,0,8.957665972015482
23286.0,1045.0,,23.286,141.48333333333332,6.0758968192619305,0.0,0,9.875085404641302
14774.0,269.4,,14.774,79.55,5.384459185054826,0.0,0,11.143180389692018
16013.0,285.0,,16.013,82.41666666666667,5.146859843044193,0.0,0,11.657593528816989
13064.0,196.6,,13.064,67.51666666666667,5.168146560522556,0.0,0,11.609577882004443
11268.0,140.0,,11.268,57.833333333333336,5.1325286948290145,0.0,0,11.69014409221902
10499.0,132.0,,10.499,63.28333333333333,6.0275581801441405,0.0,0,9.954279694495655
12413.0,232.0,,12.413,71.7,5.776202368484653,0.0,0,10.38744769874477
10070.0,297.0,,10.07,60.53333333333333,6.011254551473022,0.0,0,9.981277533039647
8351.0,275.0,,8.351,52.03333333333333,6.2307907236658275,0.0,0,9.629596412556054
14800.0,274.0,,14.8,83.6,5.648648648648648,0.0,0,10.62200956937799
11512.0,192.0,,11.512,64.48333333333333,5.601401436182534,0.0,0,10.711605065908504
17233.0,138.0,,17.233,98.85,5.736087738640979,0.0,0,10.460091047040972
10003.0,222.0,,10.003,53.266666666666666,5.32506914592289,0.0,0,11.267459324155194
10034.0,226.0,,10.034,55.166666666666664,5.497973556574314,0.0,0,10.913111782477342
18748.0,103.0,,18.748,102.7,5.477917644548752,0.0,0,10.953067185978579
6805.3,81.0,,6.8053,44.68333333333333,6.565960844243946,0.0,0,9.138038045505409
41444.9,1422.4,152.4,41.444900000000004,206.08333333333334,4.972465450111674,1.0,0,12.06644884755358
10731.2,77.0,164.3,10.731200000000001,59.53333333333333,5.547686496694994,1.0,0,10.81531914893617
11596.3,187.0,150.2,11.5963,69.4,5.984667523261731,1.0,0,10.025619596541786
10388.3,169.0,156.4,10.3883,56.7,5.458063398246105,1.0,0,10.992910052910052
13683.5,239.0,162.3,13.6835,72.75,5.316622209230094,1.0,0,11.28536082474227
15139.0,281.0,157.3,15.139,79.25,5.234823964594756,1.0,0,11.461703470031546
15164.9,305.0,153.9,15.1649,82.68333333333334,5.452283452797799,1.0,0,11.004563596049183
5662.0,34.0,141.3,5.662,32.63333333333333,5.76356999882256,1.0,0,10.410214504596528
13455.7,283.0,153.3,13.4557,74.65,5.54783474661296,1.0,0,10.815030140656395
11954.9,206.0,155.2,11.9549,65.8,5.504019272432224,1.0,0,10.90112462006079
41457.7,290.8,158.2,41.457699999999996,238.36666666666667,5.749635572322312,1.0,0,10.435443993847013
12335.5,342.0,163.8,12.3355,67.35,5.459851647683514,1.0,0,10.989309576837417
10557.9,225.2,153.7,10.5579,53.483333333333334,5.0657169828595965,1.0,0,11.844325334995325
20017.3,107.3,159.9,20.0173,101.18333333333334,5.054794269623443,1.0,0,11.869919288420357
10496.9,184.1,157.9,10.4969,51.21666666666667,4.879218308897547,1.0,0,12.297051740969737
15776.0,254.5,161.3,15.776,83.76666666666667,5.309753211629479,1.0,0,11.299960206923995
10616.8,233.5,159.1,10.6168,56.983333333333334,5.367279531811218,1.0,0,11.178847616262065
20839.9,196.3,172.5,20.8399,106.0,5.086396767738809,1.0,0,11.796169811320755
13436.7,272.3,155.5,13.4367,68.95,5.13146829206576,1.0,0,11.692559825960842
10649.8,231.7,157.3,10.649799999999999,55.15,5.178501004713704,1.0,0,11.586364460562102
14700.3,278.9,,14.700299999999999,83.5,5.680156187288695,0.0,0,10.56308982035928
7882.7,181.2,,7.8827,43.016666666666666,5.4570980332458,0.0,0,10.994854707477723
7855.3,142.9,,7.855300000000001,47.2,6.008682036332158,0.0,0,9.985550847457628
12238.3,175.1,156.0,12.238299999999999,64.08333333333333,5.236293711817273,1.0,0,11.45848634590377
13649.9,240.4,157.0,13.649899999999999,72.96666666666667,5.345582507319957,1.0,0,11.224221105527636
10037.8,111.7,175.4,10.037799999999999,50.96666666666667,5.077473815643534,1.0,0,11.816899934597775
10618.6,268.4,154.3,10.6186,62.85,5.918859359990959,1.0,0,10.137088305489259
17290.1,1028.3,167.7,17.2901,132.76666666666668,7.678768004040849,1.0,0,7.813753452171728
9577.4,183.3,,9.577399999999999,53.71666666666667,5.6086899019218865,0.0,0,10.697685386286068
12492.7,70.3,,12.492700000000001,64.36666666666666,5.152342301237255,0.0,0,11.645189021232525
14504.6,357.1,,14.5046,84.3,5.811949312631855,0.0,0,10.323558718861209
9872.2,237.0,,9.872200000000001,58.583333333333336,5.934172052159937,0.0,0,10.110930298719772
