distance_m,total_elevation_gain,average_heartrate,distance_km,elapsed_time_min,pace_min_per_km,has_heartrate,source,average_speed
25011.2,1642.0,141.3,25.011200000000002,205.81666666666666,8.228980083589217,1.0,0,7.291304559073611
30433.7,1830.6,152.6,30.4337,201.13333333333333,6.60890175474337,1.0,0,9.078664235996023
18084.2,59.9,161.6,18.0842,84.95,4.697470720297276,1.0,0,12.772831077104179
11761.0,661.4,155.8,11.761,71.16666666666667,6.051072754584362,1.0,0,9.91559718969555
10456.7,266.1,159.2,10.456700000000001,58.583333333333336,5.6024685927045175,1.0,0,10.709564722617355
12513.3,771.9,155.6,12.5133,77.6,6.201401708582068,1.0,0,9.675231958762886
4584.7,93.2,150.2,4.5847,23.266666666666666,5.074850408241906,1.0,0,11.823008595988538
12647.7,953.0,161.8,12.6477,89.41666666666667,7.069796616512621,1.0,0,8.486807082945013
11031.4,24.3,151.6,11.0314,55.016666666666666,4.987278737664002,1.0,0,12.030608906392002
14534.6,63.2,157.3,14.534600000000001,66.41666666666667,4.56955586439714,1.0,0,13.130378920953577
11136.3,20.7,157.2,11.136299999999999,60.06666666666667,5.393772318154745,1.0,0,11.123940066592674
15490.7,71.8,163.8,15.4907,68.0,4.389730612561085,1.0,0,13.668264705882354
19022.0,577.4,154.6,19.022,97.25,5.11250131426769,1.0,0,11.735938303341902
14275.8,952.5,168.0,14.275799999999998,92.61666666666666,6.4876691090283325,1.0,0,9.248313838402014
12548.9,53.3,165.0,12.5489,59.03333333333333,4.704263587512318,1.0,0,12.754387351778657
33253.3,1320.9,159.5,33.2533,177.05,5.32428360493545,1.0,0,11.269121717029087
8179.9,43.6,160.2,8.1799,39.81666666666667,4.867622668573781,1.0,0,12.326345751360401
11522.9,529.9,152.9,11.5229,69.1,5.996754289284815,1.0,0,10.005412445730824
8704.8,26.2,156.1,8.704799999999999,44.25,5.083402260821616,1.0,0,11.803118644067794
13128.3,75.3,174.3,13.1283,56.333333333333336,4.290984615931487,1.0,0,13.98280473372781
7722.7,200.4,158.9,7.7227,36.15,4.681005347870563,1.0,0,12.817759336099586
8688.1,29.6,162.8,8.6881,40.55,4.667303553135898,1.0,0,12.855388409371148
17084.3,913.8,148.1,17.0843,100.46666666666667,5.880642851428895,1.0,0,10.20296615792966
12489.7,79.1,166.1,12.489700000000001,54.03333333333333,4.326231481407346,1.0,0,13.868883405305368
7842.7,640.8,151.6,7.8427,58.5,7.4591658484960535,1.0,0,8.043794871794871
6527.1,37.6,170.9,6.527100000000001,23.85,3.6539964149469135,1.0,0,16.420377358490565
16706.9,536.9,159.4,16.7069,81.93333333333334,4.9041613544902605,1.0,0,12.234507729861676
3283.4,11.5,155.7,3.2834,24.55,7.47700554303466,1.0,0,8.024602851323829
9329.9,33.2,156.7,9.3299,41.86666666666667,4.487364994980296,1.0,0,13.370875796178343
19994.6,583.3,155.1,19.9946,96.4,4.821301751472898,1.0,0,12.444771784232364
18803.9,604.8,160.7,18.803900000000002,100.73333333333333,5.357044726537225,1.0,0,11.200205162144277
14412.1,597.0,143.5,14.4121,114.75,7.96205965820387,1.0,0,7.535738562091503
13655.5,38.8,160.8,13.6555,60.38333333333333,4.421905703440616,1.0,0,13.568810378139665
15037.8,62.7,153.5,15.037799999999999,59.983333333333334,3.9888370195994987,1.0,0,15.04197832731314
9856.3,888.4,154.4,9.8563,81.95,8.314479064151863,1.0,0,7.21632702867602
4653.1,17.2,163.8,4.6531,19.516666666666666,4.194336392225971,1.0,0,14.305004269854825
4822.8,17.0,163.4,4.8228,19.3,4.00182466616903,1.0,0,14.993160621761659
4712.8,17.7,168.3,4.7128000000000005,19.1,4.052792395179087,1.0,0,14.804607329842932
4922.9,19.5,159.9,4.922899999999999,19.95,4.052489386337322,1.0,0,14.805714285714286
4727.8,17.3,161.9,4.7278,19.283333333333335,4.078711733434861,1.0,0,14.710527225583405
4853.3,17.8,164.1,4.8533,19.65,4.048791543897966,1.0,0,14.819236641221377
4804.6,19.7,167.5,4.804600000000001,17.95,3.736002997127752,1.0,0,16.059944289693597
4813.4,19.6,167.7,4.8134,19.416666666666668,4.033877647124002,1.0,0,14.87402575107296
5827.9,22.4,155.1,5.8279,24.483333333333334,4.201055840582943,1.0,0,14.28212389380531
4870.8,17.9,157.6,4.8708,21.233333333333334,4.359311269880376,1.0,0,13.7636420722135
5124.0,22.3,163.7,5.124,22.833333333333332,4.456154046317981,1.0,0,13.464525547445255
18897.7,1004.9,147.3,18.8977,120.71666666666667,6.387902584265104,1.0,0,9.39275438354273
4442.8,21.7,170.5,4.4428,17.383333333333333,3.912697698148315,1.0,0,15.334688398849474
4775.1,17.5,160.8,4.7751,21.366666666666667,4.474600880958863,1.0,0,13.409017160686428
4779.1,17.2,162.8,4.779100000000001,19.816666666666666,4.146526891395172,1.0,0,14.469941126997478
4820.5,17.6,162.4,4.8205,20.4,4.231926148739757,1.0,0,14.17794117647059
5057.5,17.3,161.6,5.0575,20.883333333333333,4.129181084198385,1.0,0,14.53072625698324
4470.2,15.1,154.1,4.4702,18.8,4.205628383517516,1.0,0,14.266595744680851
4788.0,21.0,161.5,4.788,19.6,4.093567251461988,1.0,0,14.657142857142857
4117.2,17.8,157.5,4.1171999999999995,23.066666666666666,5.602513034748535,1.0,0,10.709479768786126
20148.2,80.1,156.0,20.1482,82.7,4.10458502496501,1.0,0,14.617799274486092
10025.7,67.1,152.6,10.0257,44.56666666666667,4.445242393714819,1.0,0,13.497576664173522
4122.5,67.1,158.7,4.1225,30.466666666666665,7.390337578330302,1.0,0,8.118708971553609
7200.4,25.5,156.7,7.200399999999999,46.833333333333336,6.504268281391775,1.0,0,9.224711743772241
13493.3,213.1,152.6,13.4933,63.63333333333333,4.715920740910922,1.0,0,12.722860136196962
10777.1,495.9,145.6,10.7771,66.56666666666666,6.176677090002566,1.0,0,9.713960941412118
10653.7,1070.8,139.9,10.6537,94.7,8.888930606268245,1.0,0,6.749968321013728
16242.8,691.2,151.5,16.2428,95.85,5.9010761691334,1.0,0,10.167636932707355
19631.8,1515.4,151.4,19.6318,163.88333333333333,8.347850596141635,1.0,0,7.187478897589749
14474.4,1007.5,160.7,14.4744,101.63333333333334,7.021592144291532,1.0,0,8.545070514922925
12426.5,463.3,156.3,12.4265,81.45,6.554540699311954,1.0,0,9.153959484346224
20161.5,578.3,158.6,20.1615,126.5,6.274334746918632,1.0,0,9.562766798418972
7611.2,297.6,154.1,7.6112,51.45,6.75977506832037,1.0,0,8.87603498542274
10103.3,326.6,155.0,10.103299999999999,67.0,6.631496639711778,1.0,0,9.047731343283582
10656.6,563.5,149.2,10.656600000000001,77.06666666666666,7.231825034876664,1.0,0,8.29666089965398
23780.8,1907.5,147.1,23.7808,211.56666666666666,8.896532777142344,1.0,0,6.7442004096423505
10598.5,770.9,154.2,10.5985,68.5,6.4631787517101476,1.0,0,9.283357664233577
23199.6,1609.6,152.6,23.1996,155.48333333333332,6.7019833675293246,1.0,0,8.95257369492979
23676.9,1330.9,151.0,23.6769,165.56666666666666,6.992751021741303,1.0,0,8.580314072881015
10130.6,313.8,161.9,10.130600000000001,49.85,4.92073519831007,1.0,0,12.193299899699099
22286.2,1092.6,149.3,22.2862,178.41666666666666,8.005701585136391,1.0,0,7.494658570761327
15749.8,1040.0,160.2,15.749799999999999,120.15,7.628668300549849,1.0,0,7.865068664169788
13009.4,497.0,159.6,13.0094,75.08333333333333,5.771467810455004,1.0,0,10.395968923418424
9106.8,54.0,,9.1068,48.833333333333336,5.362293377842199,0.0,0,11.189242320819112
4116.7,41.4,,4.1167,25.266666666666666,6.137602124679153,0.0,0,9.775804749340368
10092.1,51.0,,10.0921,59.21666666666667,5.867625832747066,0.0,0,10.22560090064734
4967.8,48.0,,4.9678,41.233333333333334,8.300119435833434,0.0,0,7.2288116410670975
9070.0,81.0,,9.07,51.03333333333333,5.626607864755604,0.0,0,10.663618549967342
4229.2,14.0,,4.2292,18.35,4.338882058072449,0.0,0,13.828446866485011
10583.3,61.0,,10.5833,61.016666666666666,5.765372489362171,0.0,0,10.406959847036328
9073.1,224.0,,9.0731,54.81666666666667,6.041668962831521,0.0,0,9.931030708422012
10973.9,95.0,,10.9739,59.7,5.440180792607915,0.0,0,11.029045226130654
14236.4,108.0,,14.2364,80.66666666666667,5.666226480477275,0.0,0,10.589057851239668
12331.1,20.0,,12.331100000000001,70.63333333333334,5.72806427109774,0.0,0,10.474742803209061
10488.5,233.0,,10.4885,66.35,6.325976069027982,0.0,0,9.48470233609646
9026.7,74.0,,9.0267,52.68333333333333,5.8363890827581875,0.0,0,10.280329009807025
5874.1,37.3,,5.8741,34.36666666666667,5.8505416432588255,0.0,0,10.255460717749758
4179.5,77.0,,4.1795,24.516666666666666,5.865932926586114,0.0,0,10.228552005438477
8081.0,163.0,,8.081,46.45,5.748050983789136,0.0,0,10.43832077502691
16769.6,799.0,,16.769599999999997,122.83333333333333,7.324762268231404,0.0,0,8.191392130257801
9053.1,23.0,,9.0531,46.15,5.097701339872529,0.0,0,11.770010834236187
4908.3,8.0,,4.9083000000000006,29.516666666666666,6.01362318250039,0.0,0,9.977346132128742
10888.9,221.0,,10.8889,64.35,5.909687847257298,0.0,0,10.152820512820512
15276.6,262.0,,15.2766,91.53333333333333,5.991734635542812,0.0,0,10.013794610342316
5318.4,11.0,,5.3184,31.733333333333334,5.966706778981147,0.0,0,10.055798319327732
12627.5,234.0,134.6,12.6275,85.01666666666667,6.732660199300469,1.0,0,8.911782003528721
12344.7,280.0,146.7,12.344700000000001,75.78333333333333,6.138936817689642,1.0,0,9.773679349021334
11217.6,107.0,140.6,11.217600000000001,66.8,5.954927970332334,1.0,0,10.075688622754493
10019.9,49.8,,10.0199,43.266666666666666,4.3180737000036595,0.0,0,13.895084745762711
12259.2,83.0,,12.2592,63.1,5.147154789872096,0.0,0,11.656925515055466
4070.6,6.0,160.6,4.0706,20.166666666666668,4.954224602433713,1.0,0,12.110876033057849
13826.8,107.0,154.4,13.826799999999999,70.86666666666666,5.125312195639387,1.0,0,11.706603951081844
12499.9,207.0,132.2,12.4999,79.98333333333333,6.398717856409518,1.0,0,9.376878516357573
11008.8,128.6,153.9,11.008799999999999,60.416666666666664,5.488033815371945,1.0,0,10.932877241379309
12817.9,228.0,146.8,12.8179,77.31666666666666,6.031929307192805,1.0,0,9.947066178055614
6756.1,37.0,172.6,6.7561,33.3,4.92887908704726,1.0,0,12.173153153153155
11128.6,171.0,,11.1286,66.76666666666667,5.999556697757729,0.0,0,10.000738891662506
7709.7,60.0,149.5,7.7097,42.733333333333334,5.542801060136365,1.0,0,10.824851794071764
14170.2,947.0,,14.170200000000001,120.78333333333333,8.523756427808593,0.0,0,7.039149993100595
11944.2,81.0,148.9,11.9442,63.766666666666666,5.33871390856371,1.0,0,11.238661787767903
8796.3,72.0,145.9,8.796299999999999,50.71666666666667,5.765681782870829,1.0,0,10.406401577390731
12578.2,740.0,,12.5782,103.93333333333334,8.262973504422996,0.0,0,7.261308531109686
15001.8,221.0,,15.0018,89.68333333333334,5.978171508307892,0.0,0,10.036513659171156
20591.9,105.8,,20.591900000000003,94.73333333333333,4.600514441762699,0.0,0,13.042019704433498
7261.8,42.0,142.9,7.2618,38.18333333333333,5.258108641567287,1.0,0,11.410947184635532
8130.9,662.0,158.5,8.1309,67.68333333333334,8.324211751876586,1.0,0,7.20788968234425
6008.6,36.0,155.8,6.0086,29.466666666666665,4.904081927015722,1.0,0,12.234705882352943
9557.6,84.8,,9.5576,39.25,4.106679501129991,0.0,0,14.610343949044587
10548.7,11.0,149.9,10.5487,63.083333333333336,5.980199771851824,1.0,0,10.03310964332893
12503.8,358.0,145.2,12.5038,82.45,6.593995425390681,1.0,0,9.099187386294723
11491.8,99.0,159.6,11.4918,58.016666666666666,5.048527355737715,1.0,0,11.884653835104855
14776.0,95.0,146.1,14.776,82.45,5.579994585814835,1.0,0,10.752698605215281
17174.4,631.0,175.0,17.174400000000002,88.83333333333333,5.172427178436121,1.0,0,11.599969981238276
2790.9,55.0,,2.7909,18.683333333333334,6.694375768867868,0.0,0,8.962747546833185
13194.4,174.0,148.0,13.1944,74.16666666666667,5.621071565714748,1.0,0,10.674121348314607
3348.5,44.0,,3.3485,17.9,5.345677168881588,0.0,0,11.224022346368717
3359.0,18.0,,3.359,20.266666666666666,6.0335417286890936,0.0,0,9.944407894736841
6632.0,48.0,,6.632,38.03333333333333,5.734821069561721,0.0,0,10.462401402278703
3384.8,15.0,,3.3848000000000003,20.0,5.908768612621129,0.0,0,10.1544
14750.8,241.0,,14.7508,88.96666666666667,6.031311296110494,0.0,0,9.948085425252904
1266.4,21.0,,1.2664000000000002,6.833333333333333,5.395872815329542,0.0,0,11.119609756097564
1205.2,91.4,,1.2052,8.416666666666666,6.983626507357008,0.0,0,8.591524752475248
2993.8,54.2,,2.9938000000000002,14.766666666666667,4.9324158817110915,0.0,0,12.164424379232507
1465.5,73.4,,1.4655,8.783333333333333,5.993403843966791,0.0,0,10.011005692599621
12218.0,485.0,,12.218,102.45,8.38516942216402,0.0,0,7.155490483162518
7086.0,305.0,,7.086,52.21666666666667,7.368990497694985,0.0,0,8.142227896584743
11194.2,118.0,147.8,11.1942,65.8,5.878043987064729,1.0,0,10.207477203647416
10585.7,31.0,149.0,10.585700000000001,63.083333333333336,5.959297290999492,1.0,0,10.068301188903567
14598.1,250.0,,14.5981,83.75,5.737047971996356,0.0,0,10.458340298507464
11437.9,284.0,,11.437899999999999,73.71666666666667,6.444947644818251,0.0,0,9.30961790639837
12061.7,20.0,,12.0617,67.33333333333333,5.5824082288013575,0.0,0,10.748049504950496
10338.6,220.0,,10.3386,62.93333333333333,6.087220062032899,0.0,0,9.856716101694916
24557.7,651.0,,24.5577,142.01666666666668,5.782979133496487,0.0,0,10.375275202441028
1075.0,0.0,,1.075,6.166666666666667,5.736434108527132,0.0,0,10.459459459459458
2473.4,58.0,,2.4734000000000003,17.866666666666667,7.2235249723727115,0.0,0,8.306194029850746
15038.4,184.1,,15.0384,91.28333333333333,6.070016313792247,0.0,0,9.884652181851378
9785.6,17.0,,9.7856,58.55,5.983281556572923,0.0,0,10.027941929974382
14925.6,222.0,174.7,14.925600000000001,87.2,5.842311196869807,1.0,0,10.269908256880734
7585.9,68.0,155.4,7.5859,43.28333333333333,5.705761127003168,1.0,0,10.515687331536387
7000.0,150.0,,7.0,42.0,6.0,0.0,0,10.0
10891.9,180.4,,10.8919,68.0,6.243171531137818,0.0,0,9.6105
7522.9,84.3,,7.5229,43.38333333333333,5.766836370725828,0.0,0,10.404318094506339
3515.7,11.2,,3.5157,23.916666666666668,6.8028178361824585,0.0,0,8.81987456445993
10016.4,33.0,,10.016399999999999,59.483333333333334,5.938594039109195,0.0,0,10.103401513028858
10997.1,128.8,,10.9971,60.916666666666664,5.539339159111645,0.0,0,10.831616963064295
7308.4,39.7,,7.3084,39.25,5.3705325379015925,0.0,0,11.172076433121019
10623.7,33.0,,10.623700000000001,55.766666666666666,5.249269714568998,0.0,0,11.430161386730425
8277.0,157.0,,8.277,52.483333333333334,6.3408642422777985,0.0,0,9.462432518259764
16814.7,494.0,,16.814700000000002,121.0,7.19608437854972,0.0,0,8.337867768595043
11073.1,465.0,,11.0731,84.98333333333333,7.6747553380113365,0.0,0,7.817838791919984
11510.1,24.0,,11.5101,67.71666666666667,5.883238778695812,0.0,0,10.198464189022888
1901.3,35.0,,1.9013,15.383333333333333,8.090955311278249,0.0,0,7.415687973997833
15137.3,145.0,,15.1373,87.63333333333334,5.789231456952914,0.0,0,10.364069988588817
7712.2,81.0,,7.7122,48.6,6.301703793988745,0.0,0,9.521234567901233
4604.6,59.0,,4.6046000000000005,21.6,4.690961212700343,0.0,0,12.790555555555555
2320.2,37.0,,2.3202,19.2,8.275148694078098,0.0,0,7.250624999999999
11569.3,100.0,,11.5693,68.35,5.9078768810558975,0.0,0,10.155932699341625
10000.0,100.0,,10.0,60.0,6.0,0.0,0,10.0
7006.1,28.0,,7.0061,43.233333333333334,6.17081305338681,0.0,0,9.72319198149576
6405.3,22.0,,6.4053,41.53333333333333,6.484213593950842,0.0,0,9.253242375601927
18294.7,145.0,,18.294700000000002,99.61666666666666,5.445110696904932,0.0,0,11.019059728961018
1685.2,20.0,,1.6852,6.1,3.6197483978162825,0.0,0,16.575737704918033
3758.5,21.0,,3.7585,24.933333333333334,6.633852157332269,0.0,0,9.04451871657754
14675.1,240.0,,14.6751,63.46666666666667,4.3247859753369085,0.0,0,13.873518907563026
3285.1,11.0,,3.2851,23.283333333333335,7.087556949052795,0.0,0,8.465540443808159
10107.7,14.0,,10.107700000000001,55.3,5.471076506030055,0.0,0,10.966763110307415
15320.4,19.0,,15.3204,80.91666666666667,5.281628852162259,0.0,0,11.360131822863027
5489.0,7.0,,5.489,39.05,7.114228456913827,0.0,0,8.433802816901409
11649.6,123.0,,11.6496,63.4,5.442246944101085,0.0,0,11.024858044164038
14681.5,235.0,,14.6815,75.56666666666666,5.147067170702358,0.0,0,11.657123952359948
11128.1,166.0,,11.1281,66.03333333333333,5.9339270255778915,0.0,0,10.111347804139324
21107.8,94.6,,21.1078,109.9,5.206606088744445,0.0,0,11.523821656050956
14644.3,240.0,,14.6443,97.58333333333333,6.6635710367401195,0.0,0,9.004181041844577
11182.6,83.0,,11.1826,69.73333333333333,6.235878358640506,0.0,0,9.621739961759083
1769.5,0.0,,1.7695,11.333333333333334,6.404822454554017,0.0,0,9.367941176470588
4498.6,11.0,,4.498600000000001,28.383333333333333,6.3093703226188875,0.0,0,9.509665296535527
11041.7,20.0,,11.0417,60.45,5.47470045373448,0.0,0,10.959503722084367
17514.9,360.0,,17.5149,109.13333333333334,6.230885322401688,0.0,0,9.629450213805741
10500.4,305.0,,10.500399999999999,71.21666666666667,6.782281309918353,0.0,0,8.84658085654107
13903.8,233.0,,13.903799999999999,85.95,6.181763258965176,0.0,0,9.705968586387433
14908.2,175.0,,14.9082,84.51666666666667,5.669139578665879,0.0,0,10.58361664366003
18867.2,254.6,,18.8672,103.7,5.496311058344641,0.0,0,10.916412729026037
13016.3,239.0,,13.0163,71.25,5.473905795041602,0.0,0,10.961094736842105
14925.0,92.0,,14.925,81.35,5.450586264656616,0.0,0,11.007990165949602
10135.2,45.0,,10.135200000000001,64.73333333333333,6.38698134554161,0.0,0,9.394109165808445
8125.2,184.0,,8.1252,49.75,6.122926204893418,0.0,0,9.799236180904522
7798.1,21.0,,7.798100000000001,47.7,6.1168746233056766,0.0,0,9.808930817610063
27288.2,1935.0,,27.2882,228.8,8.3845764836083,0.0,0,7.155996503496503
1713.1,102.0,,1.7130999999999998,9.633333333333333,5.623333917070418,0.0,0,10.669826989619377
9496.4,74.0,,9.4964,56.8,5.981213933701192,0.0,0,10.031408450704225
12551.3,189.0,,12.5513,73.21666666666667,5.833393088099772,0.0,0,10.285608923287047
10970.1,62.0,,10.9701,57.666666666666664,5.256712943971948,0.0,0,11.413976878612718
11359.9,222.0,,11.3599,76.1,6.699002632065423,0.0,0,8.956557161629435
9445.7,65.0,,9.4457,39.03333333333333,4.132391811441537,0.0,0,14.519436379163109
5079.8,16.6,,5.0798000000000005,28.85,5.679357455017914,0.0,0,10.564575389948008
7700.1,71.0,,7.7001,48.3,6.272645809794677,0.0,0,9.565341614906833
9327.0,207.0,,9.327,54.2,5.811086094135306,0.0,0,10.325092250922507
5965.3,33.0,,5.9653,33.733333333333334,5.654926547421477,0.0,0,10.610217391304346
8063.0,29.0,,8.063,46.18333333333333,5.727810161643721,0.0,0,10.47520750631541
28474.7,1619.0,,28.474700000000002,227.96666666666667,8.005937434517893,0.0,0,7.4944377833016524
14848.3,1317.0,,14.8483,133.5,8.990928254412964,0.0,0,6.673393258426966
13519.1,139.0,,13.5191,79.53333333333333,5.883034620154695,0.0,0,10.198818105616093
24770.8,1251.0,,24.770799999999998,164.53333333333333,6.642229291477601,0.0,0,9.033111831442461
1907.4,71.0,,1.9074,12.216666666666667,6.404879242249485,0.0,0,9.367858117326058
10364.8,219.0,,10.364799999999999,68.58333333333333,6.616947103015335,0.0,0,9.067625759416767
9283.8,10.0,,9.2838,47.0,5.062582132316509,0.0,0,11.851659574468085
2010.3,6.0,,2.0103,12.55,6.242849325971249,0.0,0,9.610996015936255
4959.2,15.0,,4.9592,18.866666666666667,3.804377050061838,0.0,0,15.771307420494699
4491.2,11.0,,4.4912,30.466666666666665,6.783636147725923,0.0,0,8.844814004376367
6423.9,11.0,,6.4239,41.65,6.483600305110603,0.0,0,9.254117647058823
18103.6,462.0,,18.1036,92.45,5.106719105592258,0.0,0,11.749226608977827
2994.8,107.0,,2.9948,22.05,7.36276212100975,0.0,0,8.149115646258505
5997.4,100.0,,5.9974,36.166666666666664,6.030390947188226,0.0,0,9.949603686635944
10868.1,439.0,,10.8681,82.46666666666667,7.587956189827723,0.0,0,7.907267582861762
8314.6,23.0,,8.3146,45.93333333333333,5.524418893672976,0.0,0,10.860870827285922
8317.9,213.0,,8.3179,47.35,5.692542588874596,0.0,0,10.540105596620908
18315.3,712.0,,18.3153,123.05,6.718426670597806,0.0,0,8.930662332385209
7564.4,54.0,,7.5644,43.03333333333333,5.688928842120106,0.0,0,10.546800929512006
14669.7,263.0,,14.6697,82.41666666666667,5.6181562449584295,0.0,0,10.67966026289181
19826.7,720.0,,19.826700000000002,111.81666666666666,5.63970134549202,0.0,0,10.638861231181995
2315.0,4.0,,2.315,13.733333333333333,5.932325413966883,0.0,0,10.114077669902914
7669.5,124.0,,7.6695,43.833333333333336,5.715279135971489,0.0,0,10.498174904942966
9205.0,17.0,,9.205,50.68333333333333,5.506065544088357,0.0,0,10.897073331141073
13440.3,35.0,,13.440299999999999,78.51666666666667,5.841883489703851,0.0,0,10.270660157079176
13248.8,473.0,,13.2488,104.35,7.876185012982308,0.0,0,7.6179012937230475
11924.4,56.0,,11.9244,68.28333333333333,5.726353806760367,0.0,0,10.47787161337564
7007.7,44.0,,7.0077,39.36666666666667,5.617630130665792,0.0,0,10.680660457239627
16682.3,537.0,,16.682299999999998,85.9,5.149170078466399,0.0,0,11.652363213038413
1422.9,71.0,,1.4229,10.466666666666667,7.355869468456438,0.0,0,8.156751592356688
11897.1,78.0,,11.8971,66.23333333333333,5.567183039003903,0.0,0,10.777443381982888
12187.2,249.0,,12.1872,73.18333333333334,6.004934138549735,0.0,0,9.991783192894557
11613.1,250.0,,11.613100000000001,65.16666666666667,5.611478990680065,0.0,0,10.692368286445012
14089.6,223.0,,14.0896,80.13333333333334,5.687410099174805,0.0,0,10.549617304492513
9683.2,11.0,,9.683200000000001,56.21666666666667,5.805587684512006,0.0,0,10.334871034687223
17530.6,307.0,,17.5306,114.21666666666667,6.515274244273822,0.0,0,9.209128848679411
11341.6,49.0,,11.3416,66.2,5.836918953234112,0.0,0,10.27939577039275
15086.4,252.0,,15.0864,86.6,5.740269381694771,0.0,0,10.452471131639724
9772.1,315.0,,9.7721,53.766666666666666,5.502058581744627,0.0,0,10.905009299442034
1641.6,81.0,,1.6416,11.766666666666667,7.167803768680963,0.0,0,8.370764872521246
6725.0,24.0,,6.725,37.483333333333334,5.573729863692689,0.0,0,10.764784348599376
13464.3,299.0,,13.4643,87.0,6.46153160580201,0.0,0,9.285724137931034
21539.9,437.0,,21.539900000000003,108.58333333333333,5.0410323786708995,0.0,0,11.902323867996932
11336.3,131.0,,11.3363,73.85,6.514471211947461,0.0,0,9.210264048747462
15017.8,74.0,,15.0178,74.23333333333333,4.943023168062788,0.0,0,12.138320610687023
9655.7,181.0,,9.655700000000001,58.45,6.053419223878123,0.0,0,9.911753635585972
10169.8,94.0,,10.169799999999999,39.0,3.8348836751951865,0.0,0,15.64584615384615
3704.8,27.0,,3.7048,24.966666666666665,6.739005254444684,0.0,0,8.903391188251002
6947.6,35.0,,6.9476,36.483333333333334,5.251213848427274,0.0,0,11.425929648241206
11790.8,144.0,,11.790799999999999,64.96666666666667,5.509945607309654,0.0,0,10.88939969214982
16441.4,125.0,,16.4414,94.11666666666666,5.724370592934096,0.0,0,10.481501682309192
9683.7,24.0,,9.6837,61.06666666666667,6.306129544148071,0.0,0,9.514552401746723
10927.2,92.0,,10.927200000000001,64.56666666666666,5.908802498962832,0.0,0,10.154341765616936
12072.5,44.0,,12.0725,61.766666666666666,5.116311175536688,0.0,0,11.727199136535349
14807.2,235.0,,14.8072,83.61666666666666,5.647027572172096,0.0,0,10.62505880007973
9679.4,156.0,167.7,9.6794,53.38333333333333,5.515149010613606,1.0,0,10.879125819544177
10379.7,236.0,151.6,10.379700000000001,64.28333333333333,6.19317835133321,1.0,0,9.688078817733992
17850.4,445.2,151.5,17.8504,97.61666666666666,5.468598276042367,1.0,0,10.97173296909681
15086.2,333.0,147.5,15.086200000000002,86.58333333333333,5.739240718890994,1.0,0,10.454344562078923
7304.5,111.0,,7.3045,30.683333333333334,4.200606931800032,0.0,0,14.283650190114068
2780.8,53.0,,2.7808,17.616666666666667,6.335107403145377,0.0,0,9.471031220435195
8796.5,17.0,139.8,8.7965,50.333333333333336,5.721972754315163,1.0,0,10.485894039735099
9519.7,22.0,165.3,9.5197,50.1,5.262770885637153,1.0,0,11.400838323353293
13992.2,357.7,151.1,13.9922,81.23333333333333,5.80561550959344,1.0,0,10.334821501846532
10445.9,28.0,167.6,10.4459,62.583333333333336,5.991186334670381,1.0,0,10.014711051930759
9747.7,18.0,,9.7477,60.333333333333336,6.189494273862894,0.0,0,9.693845303867404
11449.0,167.0,,11.449,72.06666666666666,6.294581768422279,0.0,0,9.532007400555042
14359.9,339.0,,14.3599,80.78333333333333,5.625619491314935,0.0,0,10.665492056942439
6228.3,35.0,,6.2283,32.18333333333333,5.167274109039919,0.0,0,11.611538063179701
2027.3,3.0,,2.0273,13.616666666666667,6.7166510465479545,0.0,0,8.933023255813954
16782.5,105.0,,16.7825,86.43333333333334,5.1502060678285915,0.0,0,11.650019282684148
11013.2,255.0,,11.013200000000001,66.66666666666667,6.0533420501458854,0.0,0,9.91188
2019.8,21.0,,2.0198,7.1,3.515199524705416,0.0,0,17.068732394366197
2918.3,25.0,,2.9183000000000003,18.383333333333333,6.2993295183268785,0.0,0,9.524823209428831
2538.3,59.0,,2.5383,16.9,6.65799944844975,0.0,0,9.011715976331363
11274.4,551.0,,11.2744,55.6,4.931526289647342,0.0,0,12.166618705035972
1641.7,8.0,,1.6417,11.666666666666666,7.106454691275304,0.0,0,8.44302857142857
12220.9,258.0,,12.2209,49.733333333333334,4.069531158370769,0.0,0,14.743713136729223
3676.9,35.0,,3.6769000000000003,24.216666666666665,6.58616406937003,0.0,0,9.110006882312458
8888.1,74.0,,8.8881,50.68333333333333,5.702381086321411,0.0,0,10.521920420914173
12702.9,253.0,,12.7029,75.45,5.939588597879225,0.0,0,10.101709741550694
15023.0,511.0,,15.023,98.08333333333333,6.528877942710067,0.0,0,9.189940526762957
13010.1,84.0,132.8,13.0101,70.13333333333334,5.3906836483450045,1.0,0,11.130313688212926
9570.7,24.0,,9.5707,58.3,6.091508458106512,0.0,0,9.849777015437395
5470.9,316.0,,5.470899999999999,36.21666666666667,6.619873634441622,0.0,0,9.06361711919006
14560.3,58.0,171.4,14.5603,73.25,5.030802936752677,1.0,0,11.926525597269624
15985.3,211.0,,15.985299999999999,88.25,5.520697140497833,0.0,0,10.868192634560906
10006.1,34.0,139.8,10.0061,53.8,5.376720200677586,1.0,0,11.15921933085502
5016.7,13.0,,5.0167,19.616666666666667,3.910273021441718,0.0,0,15.344197111299916
13528.8,245.0,,13.528799999999999,82.83333333333333,6.122740622474524,0.0,0,9.79953319919517
18977.1,91.0,,18.9771,85.95,4.529143019744851,0.0,0,13.247539267015705
14823.8,237.0,,14.823799999999999,92.53333333333333,6.242214097150079,0.0,0,9.611974063400575
